postcode,suburb,state,latitude,longitude
1693,Northern Suburbs MC,NSW,0,0
1694,Northern Suburbs MC,NSW,0,0
1695,Northern Suburbs MC,NSW,0,0
1696,Northern Suburbs MC,NSW,0,0
1697,Northern Suburbs MC,NSW,0,0
1698,Northern Suburbs MC,NSW,0,0
1699,Northern Suburbs MC,NSW,0,0
1700,Ermington,NSW,-33.95,151.21
1701,Rydalmere BC,NSW,0,0
1710,Epping,NSW,-33.78,151.12
1712,Epping,NSW,-33.78,151.12
1715,Pennant Hills,NSW,-33.76,151.05
1730,Seven Hills,NSW,-33.76,150.97
1740,Parramatta,NSW,-33.89,151.14
1741,Parramatta,NSW,-33.89,151.14
1750,North Parramatta,NSW,-33.86,151.02
1755,Baulkham Hills,NSW,-33.77,150.97
1765,Castle Hill,NSW,-33.74,151.03
1771,Pennant Hills,NSW,-33.76,151.05
1781,Seven Hills MC,NSW,0,0
1790,St Marys,NSW,-33.86,151.2
1797,Penrith South DC,NSW,0,0
1800,Ashfield,NSW,-34.1,150.78
1805,Burwood,NSW,-33.89,151.1
1811,Silverwater,NSW,-33.82,151.05
1816,Strathfield,NSW,-33.88,151.09
1819,Strathfield,NSW,-33.88,151.09
1825,Lidcombe,NSW,0,0
1826,Lidcombe,NSW,0,0
1830,Granville,NSW,-33.86,150.95
1831,Granville,NSW,-33.86,150.95
1835,Auburn,NSW,-33.88,151.02
1848,Guildford,NSW,-33.85,150.97
1851,Wetherill Park DC,NSW,0,0
1860,Fairfield,NSW,-33.85,150.96
1871,Liverpool,NSW,-33.89,151.1
1875,Moorebank,NSW,-33.95,150.92
1885,Bankstown,NSW,-33.91,151.02
1888,Bankstown,NSW,-33.91,151.02
1890,Ingleburn,NSW,-33.96,150.8
1891,Milperra,NSW,-33.93,151
1900,Leightonfield MC,NSW,0,0
1902,Leightonfield MC,NSW,0,0
2000,Barangaroo,NSW,-33.86,151.21
2000,Dawes Point,NSW,-33.86,151.21
2000,Haymarket,NSW,-33.86,151.21
2000,Millers Point,NSW,-33.86,151.21
2000,Parliament House,NSW,-33.86,151.21
2000,Sydney,NSW,-33.86,151.21
2000,Sydney South,NSW,-33.86,151.21
2000,The Rocks,NSW,-33.86,151.21
2001,Sydney,NSW,-33.79,151.27
2002,World Square,NSW,-35.97,146.41
2004,Alexandria MC,NSW,0,0
2004,Eastern Suburbs MC,NSW,0,0
2006,The University Of Sydney,NSW,-33.89,151.19
2007,Broadway,NSW,-33.88,151.2
2007,Ultimo,NSW,-33.88,151.2
2008,Chippendale,NSW,-33.89,151.2
2008,Darlington,NSW,-33.89,151.2
2009,Pyrmont,NSW,-33.87,151.19
2010,Darlinghurst,NSW,-33.88,151.22
2010,Surry Hills,NSW,-33.88,151.22
2011,Elizabeth Bay,NSW,-33.87,151.23
2011,Hmas Kuttabul,NSW,-33.87,151.23
2011,Potts Point,NSW,-33.87,151.23
2011,Rushcutters Bay,NSW,-33.87,151.23
2011,Woolloomooloo,NSW,-33.87,151.23
2012,Strawberry Hills,NSW,-33.73,150.93
2013,Strawberry Hills,NSW,-33.73,150.93
2015,Alexandria,NSW,-33.9,151.2
2015,Beaconsfield,NSW,-33.9,151.2
2015,Eveleigh,NSW,-33.9,151.2
2016,Redfern,NSW,-33.89,151.2
2017,Waterloo,NSW,-33.9,151.21
2017,Zetland,NSW,-33.9,151.21
2018,Eastlakes,NSW,-33.93,151.21
2018,Rosebery,NSW,-33.93,151.21
2019,Banksmeadow,NSW,-33.96,151.21
2019,Botany,NSW,-33.96,151.21
2020,Mascot,NSW,-33.93,151.19
2020,Sydney Domestic Airport,NSW,-33.93,151.19
2020,Sydney International Airport,NSW,-33.93,151.19
2021,Centennial Park,NSW,-33.89,151.22
2021,Moore Park,NSW,-33.89,151.22
2021,Paddington,NSW,-33.89,151.22
2022,Bondi Junction,NSW,-33.89,151.25
2022,Bondi Junction Plaza,NSW,-33.89,151.25
2022,Queens Park,NSW,-33.89,151.25
2023,Bellevue Hill,NSW,-33.89,151.26
2024,Bronte,NSW,-33.9,151.26
2024,Waverley,NSW,-33.9,151.26
2025,Woollahra,NSW,-33.89,151.24
2026,Bondi,NSW,-33.89,151.26
2026,Bondi Beach,NSW,-33.89,151.26
2026,North Bondi,NSW,-33.89,151.26
2026,Tamarama,NSW,-33.89,151.26
2027,Darling Point,NSW,-33.87,151.24
2027,Edgecliff,NSW,-33.87,151.24
2027,Hmas Rushcutters,NSW,-33.87,151.24
2027,Point Piper,NSW,-33.87,151.24
2028,Double Bay,NSW,-33.88,151.24
2029,Rose Bay,NSW,-33.87,151.28
2030,Dover Heights,NSW,-33.87,151.28
2030,Hmas Watson,NSW,-33.87,151.28
2030,Rose Bay North,NSW,-33.87,151.28
2030,Vaucluse,NSW,-33.87,151.28
2030,Watsons Bay,NSW,-33.87,151.28
2031,Clovelly,NSW,-33.91,151.26
2031,Clovelly West,NSW,-33.91,151.26
2031,Randwick,NSW,-33.91,151.26
2031,St Pauls,NSW,-33.91,151.26
2032,Daceyville,NSW,-33.93,151.23
2032,Kingsford,NSW,-33.93,151.23
2033,Kensington,NSW,-33.91,151.22
2034,Coogee,NSW,-33.92,151.25
2034,South Coogee,NSW,-33.92,151.25
2035,Maroubra,NSW,-33.95,151.24
2035,Maroubra South,NSW,-33.95,151.24
2035,Pagewood,NSW,-33.95,151.24
2036,Chifley,NSW,-33.98,151.24
2036,Eastgardens,NSW,-33.98,151.24
2036,Hillsdale,NSW,-33.98,151.24
2036,La Perouse,NSW,-33.98,151.24
2036,Little Bay,NSW,-33.98,151.24
2036,Malabar,NSW,-33.98,151.24
2036,Matraville,NSW,-33.98,151.24
2036,Phillip Bay,NSW,-33.98,151.24
2036,Port Botany,NSW,-33.98,151.24
2037,Forest Lodge,NSW,-33.88,151.18
2037,Glebe,NSW,-33.88,151.18
2038,Annandale,NSW,-33.88,151.17
2039,Rozelle,NSW,-33.86,151.17
2040,Leichhardt,NSW,-33.88,151.16
2040,Lilyfield,NSW,-33.88,151.16
2041,Balmain,NSW,-33.86,151.18
2041,Balmain East,NSW,-33.86,151.18
2041,Birchgrove,NSW,-33.86,151.18
2042,Enmore,NSW,-33.9,151.17
2042,Newtown,NSW,-33.9,151.17
2043,Erskineville,NSW,-33.9,151.19
2044,St Peters,NSW,-33.91,151.18
2044,Sydenham,NSW,-33.91,151.18
2044,Tempe,NSW,-33.91,151.18
2045,Haberfield,NSW,-33.88,151.14
2046,Abbotsford,NSW,-33.85,151.13
2046,Canada Bay,NSW,-33.85,151.13
2046,Chiswick,NSW,-33.85,151.13
2046,Five Dock,NSW,-33.85,151.13
2046,Rodd Point,NSW,-33.85,151.13
2046,Russell Lea,NSW,-33.85,151.13
2046,Wareemba,NSW,-33.85,151.13
2047,Drummoyne,NSW,-33.85,151.15
2048,Stanmore,NSW,-33.9,151.17
2048,Westgate,NSW,-33.9,151.17
2049,Lewisham,NSW,-33.89,151.14
2049,Petersham,NSW,-33.89,151.14
2049,Petersham North,NSW,-33.89,151.14
2050,Camperdown,NSW,-33.89,151.18
2050,Missenden Road,NSW,-33.89,151.18
2052,Unsw Sydney,NSW,-33.91,151.23
2055,North Sydney,NSW,-33.8,151.1
2057,Chatswood,NSW,-33.79,151.19
2058,Northern Suburbs MC,NSW,0,0
2059,North Sydney,NSW,-33.8,151.1
2060,Hmas Platypus,NSW,-33.84,151.19
2060,Hmas Waterhen,NSW,-33.84,151.19
2060,Lavender Bay,NSW,-33.84,151.19
2060,Mcmahons Point,NSW,-33.84,151.19
2060,North Sydney,NSW,-33.84,151.19
2060,North Sydney Shoppingworld,NSW,-33.84,151.19
2060,Waverton,NSW,-33.84,151.19
2061,Kirribilli,NSW,-33.85,151.21
2061,Milsons Point,NSW,-33.85,151.21
2062,Cammeray,NSW,-33.82,151.21
2063,Northbridge,NSW,-33.82,151.22
2064,Artarmon,NSW,-33.81,151.19
2065,Crows Nest,NSW,-33.83,151.2
2065,Greenwich,NSW,-33.83,151.2
2065,Naremburn,NSW,-33.83,151.2
2065,Royal North Shore Hospital,NSW,-33.83,151.2
2065,St Leonards,NSW,-33.83,151.2
2065,Wollstonecraft,NSW,-33.83,151.2
2066,Lane Cove,NSW,-33.81,151.17
2066,Lane Cove North,NSW,-33.81,151.17
2066,Lane Cove West,NSW,-33.81,151.17
2066,Linley Point,NSW,-33.81,151.17
2066,Longueville,NSW,-33.81,151.17
2066,Northwood,NSW,-33.81,151.17
2066,Riverview,NSW,-33.81,151.17
2067,Chatswood,NSW,-33.8,151.19
2067,Chatswood West,NSW,-33.8,151.19
2068,Castlecrag,NSW,-33.8,151.21
2068,Middle Cove,NSW,-33.8,151.21
2068,North Willoughby,NSW,-33.8,151.21
2068,Willoughby,NSW,-33.8,151.21
2068,Willoughby East,NSW,-33.8,151.21
2068,Willoughby North,NSW,-33.8,151.21
2069,Castle Cove,NSW,-33.78,151.2
2069,Roseville,NSW,-33.78,151.2
2069,Roseville Chase,NSW,-33.78,151.2
2070,East Lindfield,NSW,-33.77,151.19
2070,Lindfield,NSW,-33.77,151.19
2070,Lindfield West,NSW,-33.77,151.19
2071,East Killara,NSW,-33.75,151.17
2071,Killara,NSW,-33.75,151.17
2072,Gordon,NSW,-33.76,151.16
2073,Pymble,NSW,-33.74,151.14
2073,West Pymble,NSW,-33.74,151.14
2074,North Turramurra,NSW,-33.71,151.15
2074,South Turramurra,NSW,-33.71,151.15
2074,Turramurra,NSW,-33.71,151.15
2074,Warrawee,NSW,-33.71,151.15
2075,St Ives,NSW,-33.73,151.16
2075,St Ives Chase,NSW,-33.73,151.16
2076,Normanhurst,NSW,-33.72,151.1
2076,North Wahroonga,NSW,-33.72,151.1
2076,Wahroonga,NSW,-33.72,151.1
2077,Asquith,NSW,-33.69,151.11
2077,Hornsby,NSW,-33.69,151.11
2077,Hornsby Heights,NSW,-33.69,151.11
2077,Waitara,NSW,-33.69,151.11
2079,Mount Colah,NSW,-33.66,151.12
2080,Mount Kuring-Gai,NSW,-33.63,151.23
2081,Berowra,NSW,-33.62,151.15
2081,Cowan,NSW,-33.62,151.15
2082,Berowra Creek,NSW,-33.61,151.14
2082,Berowra Heights,NSW,-33.61,151.14
2082,Berowra Waters,NSW,-33.61,151.14
2083,Bar Point,NSW,-33.51,151.16
2083,Brooklyn,NSW,-33.51,151.16
2083,Cheero Point,NSW,-33.51,151.16
2083,Cogra Bay,NSW,-33.51,151.16
2083,Dangar Island,NSW,-33.51,151.16
2083,Milsons Passage,NSW,-33.51,151.16
2083,Mooney Mooney,NSW,-33.51,151.16
2084,Cottage Point,NSW,-33.62,151.2
2084,Duffys Forest,NSW,-33.62,151.2
2084,Terrey Hills,NSW,-33.62,151.2
2085,Belrose,NSW,-33.74,151.21
2085,Belrose West,NSW,-33.74,151.21
2085,Davidson,NSW,-33.74,151.21
2086,Frenchs Forest,NSW,-33.75,151.23
2086,Frenchs Forest East,NSW,-33.75,151.23
2087,Forestville,NSW,-33.76,151.21
2087,Killarney Heights,NSW,-33.76,151.21
2088,Mosman,NSW,-33.83,151.24
2088,Spit Junction,NSW,-33.83,151.24
2089,Neutral Bay,NSW,-33.83,151.22
2089,Neutral Bay Junction,NSW,-33.83,151.22
2090,Cremorne,NSW,-33.83,151.23
2090,Cremorne Junction,NSW,-33.83,151.23
2090,Cremorne Point,NSW,-33.83,151.23
2091,Hmas Penguin,NSW,0,0
2092,Seaforth,NSW,-33.8,151.25
2093,Balgowlah,NSW,-33.79,151.26
2093,Balgowlah Heights,NSW,-33.79,151.26
2093,Clontarf,NSW,-33.79,151.26
2093,Manly Vale,NSW,-33.79,151.26
2093,North Balgowlah,NSW,-33.79,151.26
2094,Fairlight,NSW,-33.79,151.27
2095,Manly,NSW,-33.8,151.29
2095,Manly East,NSW,-33.8,151.29
2096,Curl Curl,NSW,-33.77,151.29
2096,Freshwater,NSW,-33.77,151.29
2096,Queenscliff,NSW,-33.77,151.29
2097,Collaroy,NSW,-33.74,151.3
2097,Collaroy Beach,NSW,-33.74,151.3
2097,Collaroy Plateau West,NSW,-33.74,151.3
2097,Wheeler Heights,NSW,-33.74,151.3
2099,Cromer,NSW,-33.74,151.28
2099,Dee Why,NSW,-33.74,151.28
2099,Narraweena,NSW,-33.74,151.28
2099,North Curl Curl,NSW,-33.74,151.28
2100,Allambie Heights,NSW,-33.77,151.25
2100,Beacon Hill,NSW,-33.77,151.25
2100,Brookvale,NSW,-33.77,151.25
2100,North Manly,NSW,-33.77,151.25
2100,Oxford Falls,NSW,-33.77,151.25
2100,Warringah Mall,NSW,-33.77,151.25
2101,Elanora Heights,NSW,-33.7,151.28
2101,Ingleside,NSW,-33.7,151.28
2101,Narrabeen,NSW,-33.7,151.28
2101,North Narrabeen,NSW,-33.7,151.28
2102,Warriewood,NSW,-33.69,151.3
2102,Warriewood Shopping Square,NSW,-33.69,151.3
2103,Mona Vale,NSW,-33.68,151.3
2104,Bayview,NSW,-33.66,151.3
2105,Church Point,NSW,-33.64,151.28
2105,Elvina Bay,NSW,-33.64,151.28
2105,Lovett Bay,NSW,-33.64,151.28
2105,Morning Bay,NSW,-33.64,151.28
2105,Scotland Island,NSW,-33.64,151.28
2106,Newport,NSW,-33.66,151.31
2106,Newport Beach,NSW,-33.66,151.31
2107,Avalon,NSW,-33.64,151.33
2107,Avalon Beach,NSW,-33.64,151.33
2107,Bilgola,NSW,-33.64,151.33
2107,Clareville,NSW,-33.64,151.33
2107,Whale Beach,NSW,-33.64,151.33
2108,Coasters Retreat,NSW,-33.6,151.3
2108,Great Mackerel Beach,NSW,-33.6,151.3
2108,Palm Beach,NSW,-33.6,151.3
2109,Macquarie University,NSW,-33.77,151.11
2110,Hunters Hill,NSW,-33.83,151.15
2110,Woolwich,NSW,-33.83,151.15
2111,Boronia Park,NSW,-33.82,151.14
2111,Gladesville,NSW,-33.82,151.14
2111,Henley,NSW,-33.82,151.14
2111,Huntleys Cove,NSW,-33.82,151.14
2111,Huntleys Point,NSW,-33.82,151.14
2111,Monash Park,NSW,-33.82,151.14
2111,Tennyson Point,NSW,-33.82,151.14
2112,Denistone East,NSW,-33.8,151.1
2112,Putney,NSW,-33.8,151.1
2112,Ryde,NSW,-33.8,151.1
2113,Blenheim Road,NSW,-33.8,151.13
2113,East Ryde,NSW,-33.8,151.13
2113,Macquarie Centre,NSW,-33.8,151.13
2113,Macquarie Park,NSW,-33.8,151.13
2113,North Ryde,NSW,-33.8,151.13
2114,Denistone,NSW,-33.8,151.08
2114,Denistone West,NSW,-33.8,151.08
2114,Meadowbank,NSW,-33.8,151.08
2114,Melrose Park,NSW,-33.8,151.08
2114,West Ryde,NSW,-33.8,151.08
2115,Ermington,NSW,-33.81,151.05
2116,Rydalmere,NSW,-33.81,151.03
